% Model,trapezoid_return_git.mph
% Version,COMSOL 5.1.0.145
% Date,"May 26 2017, 13:47"
% Dimension,2
% Nodes,21017
% Expressions,3
% Description,Contour
% x,y,IsoLevel,Color,Radius
-0.12375000000396122,-0.12375000000396122,8.83883477082943E-4,0.7071067811865358,1.0E-4
-0.12375000000396122,-0.125,8.83883477082943E-4,3.8334958339338675E-15,1.0E-4
0.12374999999967282,0.125,8.83883477082943E-4,-1.2163724509898075E-10,9.999999999999999E-5
0.12374999999988942,0.12374999999988943,8.83883477082943E-4,-0.7071067814678411,1.0E-4
-0.125,-0.12375000000396122,8.83883477082943E-4,0.7071067811865381,1.0E-4
-0.12375000000396122,-0.12375000000396122,8.83883477082943E-4,2.2523564132783545E-15,1.0E-4
0.12374999999988942,0.12374999999988942,8.83883477082943E-4,-1.2387034691645769E-10,1.0E-4
0.125,0.1237499999996728,8.83883477082943E-4,-0.7071067814919223,1.0E-4
-0.12433267525035618,-0.1212500000039135,0.0026516504300830358,0.7071067811865399,1.0E-4
-0.12125000000391353,-0.12125000000391353,0.0026516504300830358,0.7071067811865367,1.0E-4
-0.12125000000391352,-0.12287801876057218,0.0026516504300830358,2.0779362791516683E-15,1.0E-4
-0.12125000000391352,-0.125,0.0026516504300830358,4.699622715998112E-15,1.0E-4
0.12125000000077243,0.12282965227535428,0.0026516504300830358,-7.736012731363193E-11,1.0E-4
0.12125000000056067,0.125,0.0026516504300830358,-7.347855920885171E-11,1.0E-4
0.12433267524706293,0.12125000000062026,0.0026516504300830358,-0.7071067813875981,1.0000000000000002E-4
0.12125000000096148,0.12125000000096148,0.0026516504300830358,-0.7071067813282124,1.0E-4
-0.125,-0.12125000000391349,0.0026516504300830358,0.7071067811865405,9.999999999999999E-5
-0.12287801876057218,-0.12125000000391352,0.0026516504300830358,0.7071067811865377,1.0E-4
-0.12125000000391352,-0.12125000000391352,0.0026516504300830358,-5.352761785838003E-15,1.0E-4
-0.1212500000039135,-0.12433267525035538,0.0026516504300830358,4.398246828604285E-15,9.999999999999999E-5
0.12125000000096145,0.12125000000096145,0.0026516504300830358,-8.018002284477676E-11,1.0E-4
0.12125000000062028,0.12433267524706229,0.0026516504300830358,-7.467270074712674E-11,9.999999999999999E-5
0.125,0.12125000000056065,0.0026516504300830358,-0.7071067814004536,1.0E-4
0.12282965227535426,0.12125000000077243,0.0026516504300830358,-0.7071067813586427,1.0E-4
-0.12491535049675113,-0.11875000000386578,0.004419417383083127,0.7071067811865426,1.0E-4
-0.12183267525030848,-0.1187500000038658,0.004419417383083127,0.7071067811865395,1.0000000000000002E-4
-0.1187500000038658,-0.11875000000386579,0.004419417383083127,0.7071067811865364,1.0E-4
-0.11875000000386582,-0.12075603752114436,0.004419417383083127,-5.770427278952815E-15,9.999999999999999E-5
-0.11875000000386585,-0.1228780187605722,0.004419417383083127,6.952231543976225E-16,1.0000000000000002E-4
-0.11875000000386585,-0.12500000000000003,0.004419417383083127,2.102565105782282E-15,1.0E-4
0.11875000000127056,0.12065930455070853,0.004419417383083127,-4.029739520345998E-11,1.0000000000000002E-4
0.11875000000117913,0.12282965227535426,0.004419417383083127,-3.2997203583164856E-11,1.0E-4
0.11875000000114269,0.12500000000000003,0.004419417383083127,-2.587992945762541E-11,1.0E-4
0.12491535049402848,0.11875000000114312,0.004419417383083127,-0.7071067813084414,1.0E-4
0.12183267524765738,0.11875000000121472,0.004419417383083127,-0.7071067812606986,1.0E-4
0.11875000000139664,0.11875000000139663,0.004419417383083127,-0.7071067812208185,1.0E-4
-0.125,-0.11875000000386578,0.004419417383083127,0.7071067811865427,1.0E-4
-0.12287801876057218,-0.11875000000386579,0.004419417383083127,0.7071067811865399,9.999999999999999E-5
-0.12075603752114436,-0.1187500000038658,0.004419417383083127,0.7071067811865381,9.999999999999999E-5
-0.1187500000038658,-0.11875000000386579,0.004419417383083127,-7.374589711473057E-15,1.0E-4
-0.11875000000386582,-0.12183267525030766,0.004419417383083127,-1.231608220978888E-15,9.999999999999999E-5
-0.11875000000386583,-0.12491535049674955,0.004419417383083127,2.0388623077351967E-15,1.0E-4
0.11875000000139664,0.11875000000139663,0.004419417383083127,-4.437691738518676E-11,1.0E-4
0.11875000000121473,0.12183267524765676,0.004419417383083127,-3.633916025616057E-11,1.0E-4
0.11875000000114314,0.1249153504940272,0.004419417383083127,-2.5932418048374525E-11,1.0E-4
0.125,0.11875000000114266,0.004419417383083127,-0.7071067813098854,1.0000000000000002E-4
0.12282965227535428,0.11875000000117913,0.004419417383083127,-0.7071067812761906,1.0000000000000002E-4
0.12065930455070854,0.11875000000127056,0.004419417383083127,-0.7071067812425286,1.0E-4
-0.125,-0.11625000000381808,0.0061871843360832195,0.7071067811865406,1.0E-4
-0.11866862530427896,-0.11625000000381805,0.0061871843360832195,0.7071067811865364,1.0E-4
-0.11651587515305037,-0.11625000000381805,0.0061871843360832195,0.7071067811865368,1.0E-4
-0.11625000000381806,-0.11625000000381806,0.0061871843360832195,0.7071067811865366,1.0E-4
-0.11625000000381813,-0.12389996057434803,0.0061871843360832195,-2.206709420879718E-15,1.0E-4
-0.11625000000381804,-0.1165162593628413,0.0061871843360832195,-1.4219436463133862E-14,1.0E-4
-0.11625000000381808,-0.11718013764433177,0.0061871843360832195,-1.2748944353288308E-14,1.0000000000000002E-4
0.1162500000016088,0.11631946282046118,0.0061871843360832195,-3.077836261885933E-11,9.999999999999999E-5
0.11625000000160171,0.1164976797736659,0.0061871843360832195,-3.12513192846972E-11,1.0E-4
0.11625000000134572,0.1238152401333307,0.0061871843360832195,5.119503467881199E-12,9.999999999999999E-5
